age,education,marital_status,employment_type,employment_length_years,annual_income,credit_history_length,num_open_accounts,credit_limit,credit_utilization,existing_debt,num_late_payments_12m,num_credit_inquiries_6m,loan_amount_requested,home_ownership,purpose,default
45,bachelors,married,self_employed,13.8,71912.65,21,2,47592.05,0.039,24169.45,1,2,22360.6,MORTGAGE,credit_card,0
42,high_school,married,salaried,3.2,40934.69,24,3,21438.35,0.388,11776.02,0,0,13494.13,RENT,car,0
45,masters,single,unemployed,0.0,20001.89,27,5,6088.15,0.241,14634.63,3,2,2712.92,MORTGAGE,debt_consolidation,1
43,high_school,single,salaried,4.7,21710.03,23,7,7497.73,0.16,4039.95,1,2,7932.96,MORTGAGE,debt_consolidation,0
55,masters,divorced,salaried,15.8,63232.08,30,4,27451.45,0.416,13234.78,1,0,22451.61,RENT,home_improvement,0
29,bachelors,married,salaried,1.6,22085.31,7,4,6611.64,0.389,5510.43,1,0,7359.16,MORTGAGE,home_improvement,1
32,bachelors,single,self_employed,1.7,50903.68,11,2,26211.38,0.118,5013.67,1,1,7651.61,MORTGAGE,debt_consolidation,0
31,high_school,single,salaried,5.7,37563.94,11,3,13702.54,0.263,5128.79,2,2,10770.77,MORTGAGE,car,1
50,high_school,single,salaried,15.7,26177.37,26,3,13517.87,0.488,8842.6,1,1,7121.25,MORTGAGE,other,0
51,masters,single,salaried,9.3,49430.83,32,3,18659.37,0.162,4853.08,0,0,5051.61,OWN,debt_consolidation,0
45,masters,married,salaried,4.7,40008.2,27,5,14687.79,0.608,28389.04,0,1,13146.43,MORTGAGE,other,0
54,bachelors,single,salaried,15.0,,36,5,20296.54,0.264,9861.89,1,0,14850.56,RENT,credit_card,0
26,bachelors,divorced,salaried,2.7,,2,0,8755.71,0.511,8548.31,1,1,2962.38,MORTGAGE,home_improvement,1
60,bachelors,divorced,retired,23.0,29303.37,42,8,22945.7,0.655,18501.54,0,3,9583.74,MORTGAGE,other,1
58,bachelors,married,unemployed,0.0,11441.43,39,5,7508.94,0.607,9206.02,1,2,3107.36,MORTGAGE,car,1
49,bachelors,divorced,salaried,11.8,86683.71,29,6,29675.8,0.521,15681.8,0,1,7665.88,MORTGAGE,debt_consolidation,0
61,high_school,married,self_employed,13.7,65507.02,38,4,53388.15,0.124,7402.61,0,1,7664.95,MORTGAGE,home_improvement,0
21,masters,married,salaried,0.0,34614.35,0,2,13482.89,0.474,11953.11,0,2,6686.09,MORTGAGE,debt_consolidation,1
34,bachelors,single,salaried,6.7,21183.98,9,2,12273.45,0.229,3898.64,0,2,8152.67,OWN,credit_card,0
31,high_school,single,salaried,5.0,15161.95,11,2,6009.59,0.483,19335.86,2,1,4170.95,OWN,other,1
49,masters,single,self_employed,16.4,37045.35,27,6,24503.4,0.533,26179.51,0,1,12138.81,RENT,home_improvement,1
27,bachelors,single,salaried,1.1,37047.15,8,5,19243.94,0.501,13860.5,1,0,8332.78,RENT,credit_card,0
49,high_school,married,salaried,7.2,34474.8,25,5,14276.54,0.432,9285.91,2,0,9050.28,RENT,credit_card,1
56,high_school,single,salaried,18.3,61623.22,35,7,27110.77,0.411,12178.16,2,4,7325.7,RENT,debt_consolidation,0
48,bachelors,single,retired,8.9,31814.83,23,4,18891.32,0.319,9501.65,1,0,4935.69,MORTGAGE,other,1
43,masters,divorced,self_employed,8.0,27429.57,18,2,8042.69,0.466,6944.91,0,0,6469.54,RENT,debt_consolidation,0
28,masters,married,retired,5.0,17383.67,7,2,4303.34,0.274,3184.96,0,0,2559.49,OWN,credit_card,0
30,bachelors,married,salaried,3.0,18712.36,8,1,8915.44,0.308,5833.37,0,0,5955.99,OWN,debt_consolidation,1
55,high_school,single,salaried,5.6,34346.3,30,2,26011.79,0.437,12421.2,2,2,7443.68,OWN,debt_consolidation,0
49,high_school,divorced,salaried,11.8,40702.5,27,5,22585.38,0.634,17918.79,4,3,11462.4,OWN,medical,1
40,high_school,single,salaried,4.8,32829.99,21,3,21857.14,0.484,10947.32,0,1,2580.09,OWN,credit_card,0
35,masters,married,salaried,8.2,47571.56,10,1,18951.98,0.342,7226.58,1,2,6866.79,OWN,debt_consolidation,0
21,phd,married,salaried,0.0,27853.53,1,3,11354.18,0.116,7441.99,2,0,3883.77,OWN,debt_consolidation,0
27,high_school,married,retired,5.0,31391.35,9,3,8112.24,0.595,9666.59,0,1,4223.33,OWN,debt_consolidation,0
63,masters,divorced,salaried,24.3,72953.1,45,4,39874.18,0.237,13696.24,1,0,14187.14,MORTGAGE,credit_card,0
25,bachelors,single,salaried,0.7,52909.09,0,0,8946.96,0.291,3746.41,0,2,15584.19,RENT,other,0
42,high_school,divorced,self_employed,4.6,48294.09,17,2,25803.85,0.181,5662.51,2,0,13431.77,OWN,medical,0
52,bachelors,married,self_employed,15.9,64715.32,31,8,36117.46,0.085,6081.25,0,0,9801.54,RENT,debt_consolidation,0
25,masters,married,salaried,2.2,49129.0,3,3,9638.97,0.25,4432.7,0,0,11509.25,MORTGAGE,medical,0
42,high_school,widowed,retired,5.0,14937.54,18,6,7494.73,0.405,4767.26,0,0,1048.08,MORTGAGE,other,0
51,masters,married,self_employed,17.3,54551.87,27,2,40555.96,0.408,19648.98,2,2,10006.76,MORTGAGE,debt_consolidation,1
40,high_school,married,salaried,6.7,30874.05,15,1,13906.11,0.111,3921.66,0,0,9129.55,MORTGAGE,debt_consolidation,0
74,high_school,single,self_employed,19.0,44223.68,53,4,43919.84,0.449,22812.43,1,0,6147.11,MORTGAGE,car,0
21,high_school,divorced,self_employed,0.0,10444.9,2,2,3092.21,0.15,3065.88,2,1,2815.3,MORTGAGE,credit_card,1
53,masters,married,salaried,9.0,62265.06,28,4,38454.22,0.13,6197.23,0,0,16987.34,MORTGAGE,credit_card,1
38,bachelors,widowed,unemployed,0.0,11818.22,15,3,3808.78,0.301,2173.96,1,1,2063.57,MORTGAGE,medical,0
49,masters,divorced,self_employed,8.4,41371.44,25,3,12524.09,0.067,5358.9,0,0,8019.69,RENT,other,0
45,bachelors,single,self_employed,4.8,32621.68,24,3,23402.45,0.222,8086.41,1,2,7666.75,MORTGAGE,credit_card,0
31,bachelors,married,salaried,3.1,35089.99,7,3,10268.18,0.32,6554.45,1,1,2843.77,RENT,credit_card,1
43,masters,divorced,salaried,5.0,62839.57,23,3,16457.02,0.561,11509.09,2,0,11631.85,MORTGAGE,debt_consolidation,1
21,bachelors,married,salaried,0.0,26409.11,0,3,4911.2,0.365,8334.29,0,3,6866.29,MORTGAGE,medical,0
47,masters,married,salaried,10.1,65111.12,27,1,26256.09,0.372,10578.97,0,0,23567.11,MORTGAGE,medical,0
44,high_school,single,retired,8.0,19586.3,19,6,7585.13,0.146,2482.07,0,0,6260.73,RENT,debt_consolidation,1
48,bachelors,married,unemployed,0.0,9835.17,30,3,6691.63,0.467,6884.53,1,1,3612.0,RENT,credit_card,0
53,bachelors,married,salaried,6.5,47565.98,34,10,12816.73,0.513,16856.77,1,1,8921.94,MORTGAGE,debt_consolidation,1
44,masters,married,self_employed,4.5,60100.29,22,3,41602.69,0.37,16839.75,1,0,14957.17,MORTGAGE,medical,0
42,high_school,married,salaried,4.2,33244.82,24,5,9528.02,0.292,12008.78,0,1,8066.05,RENT,credit_card,0
29,bachelors,single,salaried,2.3,31360.25,8,1,15993.74,0.349,9831.89,0,0,8490.19,MORTGAGE,home_improvement,0
31,bachelors,married,salaried,1.5,38646.92,10,2,7073.58,0.221,2789.65,1,0,14774.82,MORTGAGE,debt_consolidation,0
54,bachelors,divorced,salaried,5.9,67984.44,34,2,45942.62,0.455,21649.3,0,0,10949.49,RENT,car,1
57,high_school,married,salaried,13.0,47207.88,34,6,38974.54,0.298,13457.34,2,2,18678.63,MORTGAGE,medical,0
37,high_school,divorced,salaried,3.7,13578.3,16,2,6008.79,0.466,8665.7,1,1,5222.98,MORTGAGE,debt_consolidation,1
41,masters,married,self_employed,5.4,35734.18,19,4,17624.2,0.239,15228.37,2,1,5799.45,RENT,medical,0
29,bachelors,divorced,salaried,2.5,40648.04,9,2,21449.72,0.76,19286.68,2,3,8721.75,MORTGAGE,home_improvement,1
54,bachelors,married,salaried,5.5,36685.12,36,6,12589.13,0.182,7684.2,2,0,10663.27,RENT,medical,0
48,masters,widowed,unemployed,0.0,22062.05,23,3,7536.51,0.066,52999.16,3,2,2801.03,OWN,debt_consolidation,1
63,high_school,married,salaried,21.0,25370.81,39,6,14479.87,0.244,4404.59,1,1,7511.12,MORTGAGE,debt_consolidation,0
29,bachelors,single,self_employed,2.4,48512.37,7,6,18070.78,0.348,9535.89,0,0,10258.12,MORTGAGE,credit_card,0
35,masters,divorced,salaried,3.3,35244.96,15,3,14343.5,0.171,9864.37,0,1,8200.56,RENT,debt_consolidation,0
43,masters,married,salaried,5.3,80610.81,20,3,36312.9,0.281,11775.2,0,1,30254.87,MORTGAGE,other,0
48,bachelors,single,salaried,16.0,,24,7,20541.04,0.152,5484.08,1,3,12139.84,MORTGAGE,debt_consolidation,0
37,bachelors,single,salaried,3.5,27146.3,17,2,15452.76,0.501,8519.97,2,1,10814.51,OWN,credit_card,0
30,bachelors,married,self_employed,5.0,38096.49,7,1,7384.47,0.674,8885.45,1,0,2018.08,MORTGAGE,credit_card,1
51,masters,married,salaried,5.6,36482.01,30,2,12049.84,0.291,9141.87,4,0,6587.45,RENT,car,0
49,bachelors,married,salaried,15.2,32752.59,26,6,18287.19,0.123,6688.9,0,0,4057.93,RENT,debt_consolidation,0
29,masters,married,salaried,3.0,58205.67,4,5,9738.08,0.1,6963.26,0,1,15926.22,MORTGAGE,credit_card,0
56,high_school,single,salaried,14.8,66554.2,33,3,27798.93,0.639,19723.61,2,0,13864.12,MORTGAGE,debt_consolidation,1
54,bachelors,married,salaried,8.6,45062.86,30,4,11740.23,0.613,8417.93,2,1,10619.71,MORTGAGE,medical,0
42,bachelors,single,salaried,11.6,34665.99,24,4,16334.34,0.456,9543.82,0,0,8201.07,RENT,car,0
41,bachelors,married,salaried,8.3,23820.86,22,5,12691.03,0.1,1516.51,0,0,5378.84,MORTGAGE,home_improvement,0
47,bachelors,widowed,salaried,11.8,55415.87,22,3,26933.24,0.13,5862.06,0,0,11048.19,RENT,debt_consolidation,0
30,masters,divorced,salaried,3.6,37498.05,10,1,11594.18,0.371,4913.45,1,1,2099.99,MORTGAGE,other,1
40,masters,single,salaried,3.9,34016.54,16,4,11623.07,0.385,5410.95,0,1,8408.5,MORTGAGE,medical,1
21,high_school,married,self_employed,,27155.76,0,2,6908.82,0.293,2970.29,1,1,10703.41,MORTGAGE,debt_consolidation,0
51,masters,married,unemployed,0.0,9606.69,27,4,2400.22,0.388,1918.11,0,1,1397.04,OWN,medical,0
21,high_school,single,retired,5.0,12994.5,0,3,2285.42,0.388,6248.66,0,1,3688.7,RENT,credit_card,1
58,bachelors,widowed,salaried,16.7,44731.46,36,3,27304.34,0.096,13337.82,0,0,9746.84,RENT,other,0
36,masters,married,salaried,2.9,52068.28,15,2,13458.36,0.211,11288.49,0,0,9354.8,RENT,credit_card,0
37,high_school,married,salaried,9.1,18320.74,14,1,5452.6,0.181,16686.02,0,0,4662.56,RENT,credit_card,1
32,masters,married,unemployed,0.0,12167.8,11,7,6129.47,0.488,6614.13,0,0,2766.33,RENT,credit_card,1
37,masters,single,unemployed,0.0,6644.86,14,1,1303.12,0.438,1737.47,0,0,535.12,MORTGAGE,home_improvement,1
57,bachelors,single,self_employed,,61299.56,33,6,30743.83,0.233,26588.89,2,0,21205.15,MORTGAGE,car,0
21,high_school,single,salaried,0.0,21709.99,3,2,5043.32,0.275,2988.2,0,0,7925.88,RENT,other,1
55,bachelors,married,salaried,11.7,25651.55,33,5,16143.79,0.297,5381.79,0,1,6952.76,RENT,credit_card,0
44,phd,single,salaried,7.4,63436.75,21,2,21738.2,0.406,12038.65,1,0,15685.82,RENT,medical,0
26,high_school,divorced,salaried,2.9,31820.33,2,1,8727.84,0.294,2993.87,1,1,7401.25,MORTGAGE,medical,0
27,bachelors,married,salaried,3.1,,6,0,11074.84,0.07,2805.38,0,0,2833.04,MORTGAGE,medical,0
60,high_school,divorced,salaried,14.4,26672.47,38,8,11815.18,0.039,4748.43,0,1,7858.53,OWN,medical,0
29,high_school,divorced,retired,5.0,12509.94,8,4,4963.61,0.452,7062.51,1,1,2023.54,OWN,other,0
26,masters,married,retired,5.0,,7,5,4698.05,0.191,1915.62,0,1,3422.57,MORTGAGE,credit_card,0
54,high_school,single,salaried,14.6,43599.46,32,4,14489.64,0.268,13768.72,1,0,5056.9,MORTGAGE,medical,0
44,phd,married,unemployed,0.0,20730.74,22,4,11383.48,0.33,8043.55,0,0,7959.63,RENT,debt_consolidation,0
29,bachelors,single,retired,5.0,15419.54,9,3,6799.46,0.456,7269.58,0,1,4010.08,MORTGAGE,credit_card,0
43,bachelors,single,salaried,8.7,38242.32,21,7,9942.46,0.584,11037.87,3,1,8312.84,RENT,credit_card,1
28,high_school,married,salaried,2.6,38276.87,3,2,12757.66,0.023,1599.59,0,0,2987.92,OWN,other,0
53,phd,married,retired,10.7,68068.41,30,5,40410.24,0.517,28112.35,1,3,18974.76,MORTGAGE,debt_consolidation,0
53,high_school,single,salaried,10.9,49756.24,30,5,17576.18,0.373,9337.57,0,1,9124.22,RENT,car,0
46,bachelors,married,unemployed,0.0,7669.11,22,5,2372.71,0.034,601.1,0,0,1189.26,RENT,debt_consolidation,1
44,bachelors,single,salaried,6.1,65503.67,23,6,46655.85,0.518,25767.81,1,0,21171.5,RENT,medical,0
61,bachelors,married,salaried,14.9,66021.24,41,7,45078.36,0.476,23831.27,1,1,4789.75,MORTGAGE,home_improvement,1
40,bachelors,widowed,salaried,3.4,43438.01,20,5,23038.25,0.194,8180.31,0,3,14000.36,RENT,credit_card,0
26,bachelors,married,salaried,1.5,34722.6,1,1,16071.4,0.166,9241.82,0,0,12260.91,MORTGAGE,car,0
45,high_school,divorced,self_employed,5.9,55135.98,21,2,29723.98,0.097,20793.17,1,0,21274.95,MORTGAGE,medical,1
65,bachelors,married,salaried,10.1,27742.54,43,7,8708.02,0.359,5253.24,0,0,2826.05,RENT,medical,0
28,masters,single,self_employed,1.5,43949.07,8,10,23869.49,0.253,22345.55,3,1,7185.4,RENT,home_improvement,1
36,bachelors,married,unemployed,0.0,6285.27,14,6,1963.41,0.614,3704.03,2,1,326.2,MORTGAGE,credit_card,1
45,high_school,single,retired,5.3,21904.82,23,6,5317.92,0.135,6197.98,0,0,5673.75,MORTGAGE,car,0
39,high_school,married,unemployed,0.0,5911.85,15,3,2877.15,0.24,8621.34,0,2,1375.42,MORTGAGE,medical,1
28,high_school,married,salaried,1.4,76364.8,8,6,26703.97,0.385,21771.87,2,4,17020.73,RENT,debt_consolidation,0
53,high_school,divorced,self_employed,17.7,55143.84,28,2,35571.07,0.844,37825.76,2,0,16429.36,RENT,credit_card,0
68,bachelors,married,salaried,17.6,35389.87,44,9,27706.75,0.271,13974.17,0,0,11993.85,RENT,car,0
42,bachelors,widowed,salaried,7.9,57663.48,17,4,30176.67,0.194,13886.24,0,0,3425.95,OWN,debt_consolidation,0
29,high_school,married,salaried,2.0,22904.95,8,1,4465.65,0.502,3773.46,2,1,7693.53,RENT,debt_consolidation,0
21,bachelors,single,salaried,0.0,28916.66,1,2,8079.55,0.553,7313.49,1,2,8217.14,MORTGAGE,debt_consolidation,0
43,phd,married,salaried,11.5,59747.74,25,4,34817.55,0.077,13311.28,0,0,15727.01,RENT,debt_consolidation,0
53,phd,divorced,salaried,5.3,38114.52,30,7,14568.38,0.554,11810.48,1,2,8537.27,MORTGAGE,debt_consolidation,1
46,masters,married,salaried,12.0,46033.36,24,1,23373.68,0.288,9163.79,0,0,10531.83,OWN,credit_card,0
40,high_school,married,salaried,4.4,21550.73,17,0,12320.95,0.247,5316.44,0,0,2698.68,MORTGAGE,credit_card,0
33,high_school,married,salaried,4.8,12223.59,14,2,3182.91,0.099,1802.05,0,2,821.57,RENT,home_improvement,0
27,masters,married,salaried,3.3,34313.38,8,4,18409.4,0.346,9273.97,1,0,6958.0,RENT,car,0
50,high_school,single,unemployed,0.0,8445.27,26,3,5086.36,0.151,16864.24,3,1,991.63,MORTGAGE,debt_consolidation,1
51,high_school,single,salaried,7.0,22432.0,26,3,14246.77,0.662,10004.53,0,0,1934.25,OWN,credit_card,1
21,bachelors,single,salaried,0.0,40841.99,0,2,8422.32,0.479,8791.39,3,2,6864.1,MORTGAGE,car,1
59,high_school,married,salaried,6.9,47330.7,36,9,37582.05,0.388,16560.71,1,1,11391.48,RENT,other,0
47,masters,divorced,salaried,14.5,59801.89,28,4,28086.83,0.067,2269.62,0,0,17741.05,RENT,credit_card,0
57,masters,divorced,self_employed,17.9,86771.69,34,8,34695.55,0.238,15242.46,2,0,10584.39,RENT,home_improvement,0
24,masters,single,salaried,1.7,,5,0,22154.6,0.306,8858.38,0,1,17736.66,MORTGAGE,credit_card,0
24,masters,married,retired,5.0,23467.21,2,1,4792.1,0.389,3183.93,1,1,6853.37,MORTGAGE,debt_consolidation,1
38,high_school,married,retired,9.7,29248.28,16,5,16484.71,0.031,26383.43,1,2,11615.37,OWN,debt_consolidation,1
46,bachelors,married,retired,13.0,11557.93,23,3,3376.24,0.224,3428.28,0,0,1542.97,RENT,debt_consolidation,0
62,bachelors,married,salaried,12.2,64093.37,42,4,19460.89,0.164,8375.82,0,1,5210.93,MORTGAGE,debt_consolidation,0
48,bachelors,single,self_employed,8.2,43436.61,28,3,26592.07,0.488,21894.02,1,0,6533.59,OWN,debt_consolidation,0
37,high_school,divorced,salaried,5.0,49728.21,18,4,18744.75,0.13,2994.47,0,1,5639.01,RENT,medical,0
28,bachelors,divorced,self_employed,2.9,40556.05,6,2,19999.11,0.568,15027.92,2,2,10099.6,MORTGAGE,car,1
55,phd,single,retired,7.9,39181.14,32,6,28387.09,0.684,25584.01,2,1,15253.87,MORTGAGE,other,0
28,high_school,married,salaried,2.4,42946.61,8,5,10793.52,0.289,12415.49,2,0,13937.53,OWN,debt_consolidation,0
60,high_school,single,salaried,7.0,39447.5,36,6,15090.04,0.414,11961.99,1,2,9037.66,MORTGAGE,medical,1
37,high_school,single,salaried,5.0,35274.43,17,9,14572.2,0.356,7214.23,0,0,12181.24,MORTGAGE,medical,0
59,bachelors,widowed,self_employed,17.1,45833.86,39,10,13003.12,0.389,10557.13,2,0,3135.85,MORTGAGE,other,0
48,high_school,married,self_employed,11.2,41477.11,25,4,19577.31,0.203,4496.28,0,1,10533.4,MORTGAGE,credit_card,0
38,masters,single,salaried,5.0,103682.03,13,3,47824.95,0.391,19490.3,0,1,30213.89,OWN,medical,1
34,bachelors,married,self_employed,3.5,53796.94,12,5,10579.47,0.144,5488.42,1,0,6986.22,RENT,car,0
36,bachelors,divorced,unemployed,0.0,10868.81,18,2,3509.75,0.291,2493.05,1,0,1784.5,OWN,debt_consolidation,1
45,bachelors,divorced,retired,5.0,14663.37,26,2,6463.5,0.287,11115.92,0,0,3158.41,MORTGAGE,debt_consolidation,0
41,bachelors,single,salaried,5.3,92663.8,21,3,43480.82,0.061,4616.13,0,0,26174.24,MORTGAGE,debt_consolidation,0
33,bachelors,divorced,salaried,5.6,23194.32,10,1,5103.53,0.445,10144.77,0,1,2971.02,OWN,other,0
38,masters,divorced,retired,5.0,28375.58,18,4,9899.9,0.795,8407.58,1,1,1545.76,RENT,debt_consolidation,0
41,masters,married,salaried,4.2,62033.13,22,4,41207.04,0.328,15188.87,1,0,17615.16,MORTGAGE,medical,0
21,high_school,married,salaried,0.0,27939.61,0,1,4279.57,0.679,7651.2,1,0,9509.24,MORTGAGE,other,1
45,high_school,single,retired,6.2,14818.35,22,1,10267.13,0.158,5809.46,0,1,1229.93,MORTGAGE,credit_card,0
28,high_school,single,self_employed,1.8,36064.59,7,2,11897.62,0.303,4013.34,1,0,2126.53,MORTGAGE,home_improvement,0
26,bachelors,married,salaried,1.8,20271.37,7,2,4221.36,0.255,8022.54,1,0,2361.99,OWN,debt_consolidation,1
21,high_school,divorced,salaried,0.0,40018.98,2,1,18563.68,0.45,14219.82,1,0,4039.46,RENT,debt_consolidation,0
21,bachelors,divorced,retired,5.0,9824.83,0,2,1963.5,0.149,2777.01,0,2,2486.57,RENT,medical,0
24,masters,married,salaried,1.2,32405.51,0,2,5411.09,0.157,2947.12,0,0,3959.44,RENT,credit_card,0
31,high_school,married,salaried,4.6,33511.8,10,5,19983.58,0.694,16160.28,1,1,6627.99,RENT,debt_consolidation,0
63,bachelors,married,retired,15.5,27563.7,44,6,21695.46,0.422,16283.52,0,0,9902.8,MORTGAGE,credit_card,0
34,bachelors,married,salaried,7.2,61519.43,9,3,29243.28,0.7,21829.11,0,1,13004.84,RENT,debt_consolidation,0
42,bachelors,single,salaried,,64051.09,18,6,33341.65,0.135,10175.76,0,0,11362.57,MORTGAGE,home_improvement,0
45,bachelors,single,salaried,9.3,51252.92,21,2,22539.98,0.381,9740.7,1,1,9467.51,RENT,home_improvement,0
42,masters,single,salaried,12.3,41675.34,22,8,21241.58,0.083,3506.6,1,0,5215.78,MORTGAGE,debt_consolidation,0
39,high_school,single,self_employed,7.9,33131.71,18,0,15751.14,0.331,17933.79,0,1,11824.28,MORTGAGE,car,1
26,high_school,single,self_employed,1.9,16440.85,2,1,2796.43,0.388,2834.34,0,0,5025.69,MORTGAGE,medical,0
57,bachelors,married,salaried,19.5,37748.02,39,3,31214.92,0.566,21122.24,2,1,13915.9,MORTGAGE,debt_consolidation,0
62,bachelors,single,salaried,24.0,48856.93,39,8,28331.05,0.248,9808.46,1,0,3640.72,RENT,other,0
21,high_school,married,salaried,0.0,30471.49,3,0,6631.75,0.245,2043.21,0,0,10759.17,MORTGAGE,other,0
28,high_school,widowed,salaried,3.4,30083.93,5,1,11477.7,0.543,8008.43,3,0,1953.5,OWN,car,0
37,bachelors,married,self_employed,5.9,38114.18,18,5,23244.87,0.327,8899.04,2,1,8624.6,OWN,medical,0
28,high_school,married,salaried,2.0,19880.95,8,2,10945.88,0.136,4357.04,1,0,7568.0,RENT,home_improvement,0
46,phd,single,unemployed,0.0,21438.9,22,4,8123.1,0.025,2443.27,0,0,8061.32,RENT,home_improvement,0
31,bachelors,married,salaried,5.0,28021.21,10,4,6956.32,0.293,21893.58,2,1,5126.15,RENT,debt_consolidation,1
66,high_school,married,salaried,7.3,54005.36,47,9,35510.63,0.327,13696.09,1,1,4989.81,MORTGAGE,car,0
54,bachelors,married,salaried,8.9,58479.54,30,4,38354.9,0.292,16311.81,0,1,15157.79,RENT,credit_card,0
43,high_school,married,self_employed,6.8,53515.56,22,6,14928.27,0.203,6301.39,1,0,8169.9,RENT,home_improvement,0
52,bachelors,married,salaried,15.5,35229.15,29,4,16635.19,0.082,13778.31,0,0,4306.28,RENT,car,0
53,bachelors,widowed,salaried,13.6,41234.96,30,6,21478.1,0.037,3148.07,0,0,6284.26,MORTGAGE,home_improvement,0
33,bachelors,single,salaried,4.1,35532.76,15,0,17980.2,0.332,12299.87,1,1,9173.78,RENT,debt_consolidation,0
30,masters,single,retired,5.1,21613.66,10,4,6797.94,0.33,3514.77,1,0,3670.3,RENT,other,1
41,high_school,married,self_employed,7.8,28223.67,17,5,14767.43,0.411,8832.06,0,2,6244.38,RENT,credit_card,0
50,masters,married,salaried,13.8,47369.97,27,4,21868.94,0.22,20629.72,0,0,14916.31,MORTGAGE,debt_consolidation,0
42,masters,single,salaried,9.3,34248.89,17,6,16581.69,0.647,13509.42,1,0,6743.42,RENT,credit_card,1
21,high_school,divorced,salaried,0.0,17093.64,3,2,7862.08,0.438,7244.23,2,1,4181.74,OWN,car,1
30,high_school,married,retired,5.0,18919.68,8,3,10806.53,0.212,3056.58,0,1,1546.7,OWN,debt_consolidation,0
39,high_school,married,self_employed,10.7,47295.75,21,8,23057.0,0.341,32463.07,4,0,8215.91,MORTGAGE,debt_consolidation,1
39,high_school,married,salaried,5.8,,14,2,19756.13,0.602,12646.1,0,0,3215.47,OWN,home_improvement,0
64,bachelors,married,retired,9.6,26849.76,41,7,8746.85,0.206,8068.26,2,0,9760.84,OWN,other,0
23,high_school,widowed,salaried,1.0,22551.42,2,2,11061.84,0.322,8207.41,0,1,5189.51,OWN,other,1
46,masters,single,salaried,13.6,93170.61,23,3,27051.7,0.247,12225.69,0,0,10358.74,RENT,debt_consolidation,0
58,high_school,single,self_employed,6.5,60897.07,34,8,16629.48,0.158,4890.66,0,0,20275.33,RENT,debt_consolidation,0
67,high_school,single,salaried,13.8,17056.0,43,3,12830.49,0.465,9202.02,1,1,4144.74,RENT,other,0
35,high_school,divorced,retired,7.2,12023.05,13,2,2440.13,0.197,1150.15,0,2,1430.98,MORTGAGE,debt_consolidation,0
46,high_school,married,salaried,11.4,29183.66,22,1,18630.86,0.341,8113.83,0,1,8648.05,RENT,car,0
47,masters,divorced,salaried,12.7,98600.68,23,7,64069.33,0.289,35491.93,1,0,23398.13,MORTGAGE,credit_card,0
42,bachelors,widowed,salaried,8.3,51444.25,24,3,11655.17,0.316,5449.72,1,0,14922.6,RENT,car,0
39,high_school,married,unemployed,0.0,4754.47,17,2,1763.35,0.391,4326.23,1,1,1209.09,RENT,debt_consolidation,1
45,masters,single,salaried,12.4,71488.15,27,6,38762.29,0.189,44485.28,1,0,21154.48,OWN,medical,0
21,masters,married,salaried,0.0,,0,0,39252.95,0.505,20899.68,0,0,36321.47,OWN,credit_card,1
48,masters,single,salaried,10.3,78064.87,24,3,28878.94,0.182,8824.75,0,0,26696.76,MORTGAGE,other,0
42,masters,divorced,salaried,10.1,39537.94,17,3,13327.1,0.304,4783.09,0,0,9908.95,MORTGAGE,credit_card,0
37,bachelors,single,salaried,3.8,64411.71,17,6,42896.3,0.12,9939.97,0,1,18289.02,MORTGAGE,credit_card,0
65,bachelors,married,salaried,18.2,59817.33,42,2,48983.63,0.268,18509.37,0,0,11668.05,MORTGAGE,credit_card,0
32,bachelors,single,salaried,3.2,27593.83,14,2,8300.45,0.386,10029.92,0,0,8947.64,OWN,debt_consolidation,0
35,high_school,single,salaried,2.2,29963.59,17,3,9101.46,0.451,5082.68,2,0,5811.37,MORTGAGE,credit_card,0
64,bachelors,single,self_employed,20.9,53766.99,39,6,32561.02,0.456,16305.48,1,0,4433.8,RENT,credit_card,0
30,masters,married,salaried,3.3,34252.24,12,3,16910.2,0.706,13292.88,2,1,8131.96,MORTGAGE,debt_consolidation,1
33,bachelors,single,salaried,6.7,23221.75,13,7,4599.24,0.128,2307.82,0,0,5888.09,RENT,debt_consolidation,0
38,masters,married,salaried,6.4,40765.95,18,4,12354.23,0.528,8516.65,0,1,15490.2,RENT,other,0
50,bachelors,married,unemployed,0.0,11366.02,32,8,9189.02,0.192,6485.15,0,0,3152.88,MORTGAGE,credit_card,1
42,bachelors,widowed,salaried,7.0,54462.12,21,8,25760.91,0.429,13854.06,0,1,5625.74,OWN,credit_card,0
24,bachelors,divorced,self_employed,0.7,21036.56,4,5,10816.75,0.411,5655.71,1,1,7781.74,RENT,debt_consolidation,0
34,bachelors,married,self_employed,7.3,24563.82,12,4,4832.97,0.631,6245.49,0,1,1592.83,OWN,car,0
33,bachelors,married,retired,5.0,20290.42,11,5,10234.41,0.297,6505.43,1,1,1098.42,OWN,other,0
39,high_school,married,self_employed,6.8,30852.21,15,3,15145.01,0.235,6339.28,0,0,1968.73,RENT,credit_card,0
45,high_school,married,salaried,7.5,30055.49,24,4,12823.39,0.075,4799.26,0,1,10877.25,OWN,other,0
45,phd,married,salaried,9.2,46886.63,22,4,26948.72,0.484,20001.79,1,1,2969.81,MORTGAGE,credit_card,0
21,high_school,single,salaried,0.0,16517.21,3,0,6037.22,0.128,1550.41,0,3,3900.95,OWN,home_improvement,0
